     1     1      1 1      1 1    10.206901      1.0000    0.00000
     1     2      1 1      2 1   -2.4994286      1.0000    2.49539
     1     3      1 1      2 2   -1.7122674      1.0000    2.49539
     1     4      1 1      5 1   0.41814979E-01  1.0000    4.77831
     1     5      1 1      5 2   -.61664908E-01  1.0000    4.77831
     1     6      1 1      5 3   0.28556220E-01  1.0000    4.77831
     1     7      1 3      5 3   0.16902321E-01  1.0000    4.77831
     1     8      1 1      6 1   -.17067888E-01  1.0000    5.76286
     1     9      1 3      6 3   -.97435532E-02  1.0000    5.76286
     1    10      1 1     10 1   0.36187463      1.0000    4.07496
     1    11      1 1     10 2   -.63226401E-01  1.0000    4.07496
     1    12      1 2     10 2   -.13458204      1.0000    4.07496
     1    13      1 2     10 3   -.12944493      1.0000    4.07496
     1    14      1 1     29 1   -.59078084E-02  1.0000    6.27993
     1    15      1 1     29 2   -.26888840E-02  1.0000    6.27993
     1    16      1 1     29 3   0.34472483E-02  1.0000    6.27993
     1    17      1 3     29 3   -.21178426      1.0000    6.27993
